1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
受注番号,納品先コード,納品先名,商品コード,商品名,Brand,NWA,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,BULK,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,現在庫,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷指示数,出荷予定日
,,,,,,NWA,納品先BULK,201050,201127,201223,201236,201268,201499,201549,201684,201703,201716,201720,201738,201762,,,,,,,,201050,201127,201223,201236,201268,201499,201549,201684,201703,201716,201720,201738,201762,,,,,,,,201050,201127,201223,201236,201268,201499,201549,201684,201703,201716,201720,201738,201762,,,,,,,,
,,,,,,NWA,納品先BULK,ZOZO,名古屋,丸井web,YSEC,TOKYO,ルクア大阪,ヒュッテ,京王新宿,6142,玉川高島屋,NODE,大丸心斎橋,NARITA,,,,,,,,ZOZO,名古屋,丸井web,YSEC,TOKYO,ルクア大阪,ヒュッテ,京王新宿,6142,玉川高島屋,NODE,大丸心斎橋,NARITA,,,,,,,,ZOZO,名古屋,丸井web,YSEC,TOKYO,ルクア大阪,ヒュッテ,京王新宿,6142,玉川高島屋,NODE,大丸心斎橋,NARITA,,,,,,,,
,,,14600160244M,Ovik Hemp Shirt SS W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600160244S,Ovik Hemp Shirt SS W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600165113M,Lush Logo T-shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600165113S,Lush Logo T-shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600165113XS,Lush Logo T-shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600165302M,Lush Logo T-shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600165302S,Lush Logo T-shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600165302XS,Lush Logo T-shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600167302M,Abisko Hike Shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600167302S,Abisko Hike Shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,1,1,1,1,0,1,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600167302XS,Abisko Hike Shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,1,1,0,0,1,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600167560M,Abisko Hike Shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600167560S,Abisko Hike Shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,0,1,1,0,0,0,1,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600167560XS,Abisko Hike Shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600171614M,Walk With Nature T-shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600173550M,Ovik Lite Fleece Jacket W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600173550S,Ovik Lite Fleece Jacket W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,0,1,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600173550XS,Ovik Lite Fleece Jacket W,FRV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,0,1,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600188113M,Fjallraven Heavy Classic T-shirt W,FRV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,1,1,1,1,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600188113S,Fjallraven Heavy Classic T-shirt W,FRV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,1,1,1,1,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600188113XS,Fjallraven Heavy Classic T-shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,1,1,1,1,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600188674M,Fjallraven Heavy Classic T-shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,1,1,1,1,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600188674S,Fjallraven Heavy Classic T-shirt W,FRV,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,1,1,1,1,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600188674XS,Fjallraven Heavy Classic T-shirt W,FRV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,1,1,1,1,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600200030M,ovik Hemp Camp Shirt SS W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,0,1,0,0,0,0,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600200030S,ovik Hemp Camp Shirt SS W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,1,1,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600200244M,ovik Hemp Camp Shirt SS W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600200244S,ovik Hemp Camp Shirt SS W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600200244XS,ovik Hemp Camp Shirt SS W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600200570M,ovik Hemp Camp Shirt SS W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,1,1,1,0,0,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600200570S,ovik Hemp Camp Shirt SS W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,0,0,0,0,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600215113M,Hemp Blend Out Here T-shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600215113S,Hemp Blend Out Here T-shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600215113XS,Hemp Blend Out Here T-shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600215620M,Hemp Blend Out Here T-shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600215620S,Hemp Blend Out Here T-shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600215620XS,Hemp Blend Out Here T-shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600261030M,Kaitum Fleece W,FRV,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600261030S,Kaitum Fleece W,FRV,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600261030XS,Kaitum Fleece W,FRV,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600261357M,Kaitum Fleece W,FRV,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600261357S,Kaitum Fleece W,FRV,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600261357XS,Kaitum Fleece W,FRV,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600264111-452M,Ovik Lite Flannel Shirt W,FRV,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,1,1,1,1,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600264111-452S,Ovik Lite Flannel Shirt W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,1,1,1,1,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600264113-118M,Ovik Lite Flannel Shirt W,FRV,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,1,1,1,1,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600264113-118S,Ovik Lite Flannel Shirt W,FRV,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,1,1,1,1,0,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600265452M,Abisko Wool Hoodie W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,2,1,1,0,0,0,1,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600265452S,Abisko Wool Hoodie W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,2,1,1,1,0,0,0,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600265614M,Abisko Wool Hoodie W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,2,1,1,1,0,0,0,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600265614S,Abisko Wool Hoodie W,FRV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,2,1,1,1,0,0,1,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600270111M,Forest Walk T-shirt  W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600270111S,Forest Walk T-shirt  W,FRV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600270111XS,Forest Walk T-shirt  W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600270637M,Forest Walk T-shirt  W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600270637S,Forest Walk T-shirt  W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,14600270637XS,Forest Walk T-shirt  W,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22000550L,S/F Raven Anorak M,FRV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22000550M,S/F Raven Anorak M,FRV,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22000550S,S/F Raven Anorak M,FRV,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22002620L,S/F Wool T-shirt M,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,2,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22002620M,S/F Wool T-shirt M,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22002620S,S/F Wool T-shirt M,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22004560-111L/XL,S/F Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22004560-111S/M,S/F Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22004620L/XL,S/F Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,2,1,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22004620S/M,S/F Hat,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,2,0,0,0,1,0,0,0,2,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22005620L/XL,S/F Cap,FRV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,2,1,0,0,1,0,0,0,2,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22005620S/M,S/F Cap,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,2,0,0,0,1,0,0,0,3,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22006560X,S/F Scarf,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,1,2,0,2,2,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22016701L,S/F Rider's Flannel Shirt LS M,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22016701M,S/F Rider's Flannel Shirt LS M,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22016701S,S/F Rider's Flannel Shirt LS M,FRV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22021550M,S/F Adventure Vest M,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,2,1,0,1,0,0,1,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22021550S,S/F Adventure Vest M,FRV,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,1,0,1,0,0,1,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22024550L,S/F Thermo Anorak,FRV,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22024550M,S/F Thermo Anorak,FRV,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22024550S,S/F Thermo Anorak,FRV,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22031620M,S/F Sun Field Suit M,FRV,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,22031620S,S/F Sun Field Suit M,FRV,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,23100146620X,Singi Mesh Bag,FRV,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,4,0,2,4,4,2,1,0,3,0,4,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,23100147967X,Kanken Art Bottle Pocket,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,1,0,0,2,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,23100147968X,Kanken Art Bottle Pocket,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,23100158525X,Kanken Rain Cover Plus,FRV,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,3,9,3,1,3,2,2,3,2,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,23100158550X,Kanken Rain Cover Plus,FRV,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,2,1,1,1,2,2,2,2,2,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,23100160037X,Farden Necessity Bag,FRV,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,2,2,2,2,2,2,2,2,2,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,23100160620X,Farden Necessity Bag,FRV,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,3,0,2,2,2,1,2,2,1,2,2,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,23100176326X,Samlaren Field Repair,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,2,0,2,0,1,0,0,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,23100176580X,Samlaren Field Repair,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,23100176X,Samlaren Field Repair,FRV,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,3,0,3,2,5,2,2,2,2,2,2,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,23100177161X,Abisko Bottle Pocket,FRV,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,2,0,2,2,2,1,1,1,1,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,23100177221X,Abisko Bottle Pocket,FRV,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,2,2,2,1,1,1,0,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,23100177550X,Abisko Bottle Pocket,FRV,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,2,2,2,1,1,1,2,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,23100184525X,Rain Cover Latt 45-50,FRV,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,0,1,0,0,0,1,0,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,23100210550-550X,Kanken Keyring Tokyo,FRV,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,30,0,0,30,0,30,30,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,23109525X,Waterproof Packbag 10,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
,,,23110525X,Waterproof Packbag 20,FRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20260706
