処理番号,営業日付,店舗名称,3rd Item No.,表記部門名1,StyleNo,商品名,ColorNo,ColorName,Size,数量,税抜単価,税単価,税込単価,税抜金額,税額,税込金額,上代,金種名,調整値引,客層名,拡張名,販売者,会員フラグ,会員番号
449870,2026/07/03,FJALLRAVEN by 3NITY TOKYO,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",電子マネー,,女性,IV,木村,1,121916
449870,2026/07/03,FJALLRAVEN by 3NITY TOKYO,GIFT400,Other,GIFT400,Gift Wrapping (M),,,X,1,400,40,440,400,40,440,400,電子マネー,,女性,IV,木村,1,121916
449871,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,23200345221X,FJALLRAVEN,23200345,Abisko Hike Lite 20 S/M,221,Clay,X,1,"20,000","2,000","22,000","20,000","2,000","22,000","25,000",複数金種,,男性,IV,生田,1,137534
449871,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,複数金種,,男性,IV,生田,1,137534
449872,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,81838633S,FJALLRAVEN,81838,Singi Trekking Shirt LS M,633,Dark Olive,S,1,"16,200","1,620","17,820","16,200","1,620","17,820","18,000",カード,,男性,III,西村,1,132274
449872,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",カード,,男性,III,西村,1,132274
449873,2026/07/03,FJALLRAVEN POPUP NARITA,87313113L,FJALLRAVEN,87313,1960 Logo T-shirt M,113,Chalk White,L,1,"6,000",600,"6,600","6,000",600,"6,600","6,000",カード,,女性,IV,共通ユーザ,0,
449873,2026/07/03,FJALLRAVEN POPUP NARITA,87313520-999M,FJALLRAVEN,87313,1960 Logo T-shirt M,520-999,Uncle Blue-Melange,M,1,"6,000",600,"6,600","6,000",600,"6,600","6,000",カード,,女性,IV,共通ユーザ,0,
449874,2026/07/03,FJALLRAVEN STORE 名古屋ファッションワン,23510031X,FJALLRAVEN,23510,Kanken,031,Graphite,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",電子マネー,,男性,VI,久保,0,
449874,2026/07/03,FJALLRAVEN STORE 名古屋ファッションワン,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,電子マネー,,男性,VI,久保,0,
449875,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,23797600X,FJALLRAVEN,23797,Kanken Sling,600,Mint Green,X,1,"10,500",0,"10,500","10,500",0,"10,500","10,500",カード,,外国女性,III,生田,0,
449876,2026/07/03,FJALLRAVEN by 3NITY TOKYO,23346050X,FJALLRAVEN,23346,Skule 28,050,Basalt,X,1,"14,000","1,400","15,400","14,000","1,400","15,400","14,000",電子マネー,,女性,I,及川,1,143787
449877,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,23796560X,FJALLRAVEN,23796,Kanken Hip Pack,560,Navy,X,1,"8,000",800,"8,800","8,000",800,"8,800","8,000",カード,,女性,III,生田,1,143788
449878,2026/07/03,FJALLRAVEN POPUP NARITA,23223207X,FJALLRAVEN,23223,High Coast Hip Pack,207,Sunset Orange,X,1,"6,500",650,"7,150","6,500",650,"7,150","6,500",カード,,女性,III,沖山,0,
449879,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,23346300X,FJALLRAVEN,23346,Skule 28,300,Dusty Rose,X,1,"14,000","1,400","15,400","14,000","1,400","15,400","14,000",複数金種,,外国女性,III,久保,0,
449880,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,8689211846,FJALLRAVEN,86892,Vidda Pro Lite Shorts M,118,Fossil,46,1,"15,300","1,530","16,830","15,300","1,530","16,830","18,000",カード,,男性,IV,生田,1,131447
449880,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,87310113S,FJALLRAVEN,87310,Fjallraven Logo T-shirt M,113,Chalk White,S,1,"5,525",553,"6,078","5,525",553,"6,078","6,500",カード,,男性,IV,生田,1,131447
449880,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,81511195S,FJALLRAVEN,81511,Ovik Polo Shirt M,195,Sand Stone,S,1,"11,050","1,105","12,155","11,050","1,105","12,155","13,000",カード,,男性,IV,生田,1,131447
449880,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,男性,IV,生田,1,131447
449881,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,23523664X,FJALLRAVEN,23523,Kanken Laptop 13,664,Frost Green,X,1,"17,000","1,700","18,700","17,000","1,700","18,700","17,000",複数金種,,外国男性,III,久保,0,
449881,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,複数金種,,外国男性,III,久保,0,
449882,2026/07/03,6142,23523326X,FJALLRAVEN,23523,Kanken Laptop 13,326,Ox Red,X,1,"17,000",0,"17,000","17,000",0,"17,000","17,000",カード,,外国女性,III,中尾,0,
449882,2026/07/03,6142,23523560X,FJALLRAVEN,23523,Kanken Laptop 13,560,Navy,X,1,"17,000",0,"17,000","17,000",0,"17,000","17,000",カード,,外国女性,III,中尾,0,
449883,2026/07/03,FJALLRAVEN by 3NITY TOKYO,23510031X,FJALLRAVEN,23510,Kanken,031,Graphite,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",現金,,女性,II,花山,0,
449883,2026/07/03,FJALLRAVEN by 3NITY TOKYO,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,女性,II,花山,0,
449884,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,23565633X,FJALLRAVEN,23565,Kanken No.2,633,Dark Olive,X,1,"20,000","2,000","22,000","20,000","2,000","22,000","20,000",現金,,外国男性,III,高橋,0,
449885,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,23510457X,FJALLRAVEN,23510,Kanken,457,Pastel Lavender,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",現金,,女性,I,鶴井,1,143789
449885,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,女性,I,鶴井,1,143789
449886,2026/07/03,6142,87146113S,FJALLRAVEN,87146,Fjallraven Logo Tee W,113,Chalk White,S,1,"6,500",650,"7,150","6,500",650,"7,150","6,500",カード,,男性,IV,中尾,0,
449886,2026/07/03,6142,87153300S,FJALLRAVEN,87153,Fox Boxy Logo Tee W,300,Dusty Rose,S,1,"6,500",650,"7,150","6,500",650,"7,150","6,500",カード,,男性,IV,中尾,0,
449886,2026/07/03,6142,77407626S/M,FJALLRAVEN,77407,Lappland Camo Cap,626,Green Camo,S/M,1,"6,200",620,"6,820","6,200",620,"6,820","6,200",カード,,男性,IV,中尾,0,
449886,2026/07/03,6142,23200395457X,FJALLRAVEN,23200395,Kanken Crossbody,457,Pastel Lavender,X,1,"12,500","1,250","13,750","12,500","1,250","13,750","12,500",カード,,男性,IV,中尾,0,
449887,2026/07/03,FJALLRAVEN POPUP NARITA,23802550X,FJALLRAVEN,23802,Kanken Weekender,550,Black,X,1,"28,000",0,"28,000","28,000",0,"28,000","28,000",カード,,外国女性,III,沖山,0,
449887,2026/07/03,FJALLRAVEN POPUP NARITA,23200332037X,FJALLRAVEN,23200332,Vardag Foldsack 25,037,Coal Black,X,1,"21,500",0,"21,500","21,500",0,"21,500","21,500",カード,,外国女性,III,沖山,0,
449888,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,23796115X,FJALLRAVEN,23796,Kanken Hip Pack,115,Light Oak,X,1,"8,000",800,"8,800","8,000",800,"8,800","8,000",複数金種,,外国女性,III,大山,0,
449889,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",カード,,外国男性,III,生田,1,125912
449889,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,82606662L,FJALLRAVEN,82606,HighCoastWindJacketM,662,Deep Forest,L,1,"23,375","2,338","25,713","23,375","2,338","25,713","27,500",カード,,外国男性,III,生田,1,125912
449890,2026/07/03,FJALLRAVEN by 3NITY TOKYO,23797424X,FJALLRAVEN,23797,Kanken Sling,424,Blackberry,X,1,"5,250",525,"5,775","5,250",525,"5,775","10,500",カード,,女性,II,共通ユーザ,0,
449890,2026/07/03,FJALLRAVEN by 3NITY TOKYO,23561424X,FJALLRAVEN,23561,Kanken Mini,424,Blackberry,X,1,"6,000",600,"6,600","6,000",600,"6,600","12,000",カード,,女性,II,共通ユーザ,0,
449891,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,77277625L,FJALLRAVEN,77277,Kiruna Hat,625,Laurel Green,L,1,"7,400",740,"8,140","7,400",740,"8,140","7,400",現金,,外国男性,III,西村,0,
449892,2026/07/03,FJALLRAVEN by 3NITY TOKYO,23510302X,FJALLRAVEN,23510,Kanken,302,Chalk Rose,X,1,"13,000",0,"13,000","13,000",0,"13,000","13,000",カード,,外国女性,I,鈴木,0,
449892,2026/07/03,FJALLRAVEN by 3NITY TOKYO,23525160X,FJALLRAVEN,23525,Kanken Laptop 17,160,Ochre,X,1,"19,000",0,"19,000","19,000",0,"19,000","19,000",カード,,外国女性,I,鈴木,0,
449893,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,23225543X,FJALLRAVEN,23225,High Coast Totepack,543,Dawn Blue,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",複数金種,,外国男性,II,久保,0,
449894,2026/07/03,FJALLRAVEN by 3NITY TOKYO,23301570X,FJALLRAVEN,23301,Ulvo 23,570,Mountain Blue,X,1,"20,000",0,"20,000","20,000",0,"20,000","20,000",カード,,外国男性,II,花山,0,
449895,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,24221679X,FJALLRAVEN,24221,Pocket,679,Deep Patina,X,1,"6,000",600,"6,600","6,000",600,"6,600","6,000",現金,,男性,V,鶴井,0,
449895,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,GIFT300,Other,GIFT300,Gift Wrapping (S),,,X,1,300,30,330,300,30,330,300,現金,,男性,V,鶴井,0,
449895,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,RP010,Other,RP010,ショッパー(S),,,X,1,50,5,55,50,5,55,50,現金,,男性,V,鶴井,0,
449896,2026/07/03,FJALLRAVEN by 3NITY TOKYO,23510160X,FJALLRAVEN,23510,Kanken,160,Ochre,X,1,"13,000",0,"13,000","13,000",0,"13,000","13,000",カード,,外国女性,IV,及川,0,
449896,2026/07/03,FJALLRAVEN by 3NITY TOKYO,23505160X,FJALLRAVEN,23505,Kanken Shoulder Pads,160,Ochre,X,1,"3,500",0,"3,500","3,500",0,"3,500","3,500",カード,,外国女性,IV,及川,0,
449897,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,23510540X,FJALLRAVEN,23510,Kanken,540,Royal Blue,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",複数金種,,女性,I,西村,1,143790
449898,2026/07/03,FJALLRAVEN by 3NITY玉川高島屋S・C,23561457-916X,FJALLRAVEN,23561,Kanken Mini,457-916,Pastel Lavender-Confetti Pattern,X,1,"12,000","1,200","13,200","12,000","1,200","13,200","12,000",カード,,女性,VI,小林,1,143791
449899,2026/07/03,FJALLRAVEN by 3NITY TOKYO,23524560X,FJALLRAVEN,23524,Kanken Laptop 15,560,Navy,X,1,"18,000","1,800","19,800","18,000","1,800","19,800","18,000",現金,,女性,I,及川,1,143792
449899,2026/07/03,FJALLRAVEN by 3NITY TOKYO,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,女性,I,及川,1,143792
449900,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",現金,,男性,V,高橋,1,127428
449900,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,12600257020-999S,FJALLRAVEN,12600257,Abisko Lite SS M,020-999,Grey-Melange,S,1,"6,375",638,"7,013","6,375",638,"7,013","7,500",現金,,男性,V,高橋,1,127428
449900,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,RP010,Other,RP010,ショッパー(S),,,X,1,50,5,55,50,5,55,50,現金,,男性,V,高橋,1,127428
449901,2026/07/03,6142,23524326X,FJALLRAVEN,23524,Kanken Laptop 15,326,Ox Red,X,1,"18,000",0,"18,000","18,000",0,"18,000","18,000",電子マネー,,外国男性,II,中尾,0,
449902,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,23200277037X,FJALLRAVEN,23200277,Farden Roller 75,037,Coal Black,X,1,"55,000",0,"55,000","55,000",0,"55,000","55,000",現金,,外国男性,III,西村,0,
449903,2026/07/03,6142,RP010,Other,RP010,ショッパー(S),,,X,1,100,10,110,100,10,110,50,電子マネー,,外国男性,II,中尾,0,
449904,2026/07/03,FJALLRAVEN STORE 名古屋ファッションワン,23510021-312X,FJALLRAVEN,23510,Kanken,021-312,Fog-Pink,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,女性,IV,大坂,1,143793
449905,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,23510160X,FJALLRAVEN,23510,Kanken,160,Ochre,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",現金,,女性,I,高橋,0,
449905,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,女性,I,高橋,0,
449905,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,RP015,OT2,RP015,KANKEN SMU,,,X,1,"2,000",200,"2,200","2,000",200,"2,200","2,000",現金,,女性,I,高橋,0,
449906,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,23510600X,FJALLRAVEN,23510,Kanken,600,Mint Green,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",現金,,女性,I,高橋,0,
449906,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,女性,I,高橋,0,
449907,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,23791525X,FJALLRAVEN,23791,Kanken Rain Cover,525,UN Blue,X,1,"3,800",380,"4,180","3,800",380,"4,180","3,800",複数金種,,外国男性,III,大山,0,
449907,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,25858525X,FJALLRAVEN,25858,Rain Cover 40-55 L,525,UN Blue,X,1,"5,000",500,"5,500","5,000",500,"5,500","5,000",複数金種,,外国男性,III,大山,0,
449908,2026/07/03,FJALLRAVEN by 3NITY玉川高島屋S・C,14600200030M,FJALLRAVEN,14600200,ovik Hemp Camp Shirt SS W,030,Dark Grey,M,1,"12,325","1,233","13,558","12,325","1,233","13,558","14,500",複数金種,,女性,VI,小林,1,124433
449908,2026/07/03,FJALLRAVEN by 3NITY玉川高島屋S・C,77357232S/M,FJALLRAVEN,77357,Vidda Cap,232,Buckwheat Brown,S/M,1,"6,200",620,"6,820","6,200",620,"6,820","6,200",複数金種,,女性,VI,小林,1,124433
449909,2026/07/03,FJALLRAVEN POPUP NARITA,23200338354-228X,FJALLRAVEN,23200338,Vardag Pocket Small,354-228,Poppy Pink-Khaki Dust,X,1,"6,500",0,"6,500","6,500",0,"6,500","6,500",カード,,外国女性,II,沖山,0,
449909,2026/07/03,FJALLRAVEN POPUP NARITA,23226543X,FJALLRAVEN,23226,High Coast Pocket,543,Dawn Blue,X,1,"5,000",0,"5,000","5,000",0,"5,000","5,000",カード,,外国女性,II,沖山,0,
449910,2026/07/03,FJALLRAVEN by 3NITY TOKYO,24215560X,FJALLRAVEN,24215,Gear Pocket,560,Navy,X,1,"3,000",300,"3,300","3,000",300,"3,300","3,000",現金,,外国男性,II,木村,0,
449911,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",現金,,男性,V,鶴井,1,131789
449912,2026/07/03,6142,23565560X,FJALLRAVEN,23565,Kanken No.2,560,Navy,X,1,"20,000",0,"20,000","20,000",0,"20,000","20,000",電子マネー,,外国女性,II,中尾,0,
449913,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,23200359302-986X,FJALLRAVEN,23200359,Kanken Graphics Laptop 15,302-986,ChalkRose-Hidden Animals,X,1,"21,000","2,100","23,100","21,000","2,100","23,100","21,000",現金,,女性,VI,大山,0,
449913,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,79060X,FJALLRAVEN,79060,Greenland Wax,,,X,1,"1,500",150,"1,650","1,500",150,"1,650","1,500",現金,,女性,VI,大山,0,
449913,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,女性,VI,大山,0,
449915,2026/07/03,FJALLRAVEN by 3NITY TOKYO,23200335550X,FJALLRAVEN,23200335,Skule 24,550,Black,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,外国女性,III,木村,1,143035
449915,2026/07/03,FJALLRAVEN by 3NITY TOKYO,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,外国女性,III,木村,1,143035
449916,2026/07/03,FJALLRAVEN by 3NITY TOKYO,23200334228-135X,FJALLRAVEN,23200334,KankenKoncept,228-135,Khaki Dust-Kantarell,X,1,"15,000","1,500","16,500","15,000","1,500","16,500","15,000",電子マネー,,女性,I,及川,0,
449916,2026/07/03,FJALLRAVEN by 3NITY TOKYO,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,電子マネー,,女性,I,及川,0,
449917,2026/07/03,6142,23200395664X,FJALLRAVEN,23200395,Kanken Crossbody,664,Frost Green,X,1,"12,500","1,250","13,750","12,500","1,250","13,750","12,500",カード,,女性,II,中尾,0,
449918,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,25857525X,FJALLRAVEN,25857,Rain Cover 20-35 L,525,UN Blue,X,1,"4,500",450,"4,950","4,500",450,"4,950","4,500",複数金種,,女性,IV,佐野,1,129741
449919,2026/07/03,FJALLRAVEN POPUP NARITA,23797312X,FJALLRAVEN,23797,Kanken Sling,312,PINK,X,1,"10,500","1,050","11,550","10,500","1,050","11,550","10,500",カード,,女性,II,共通ユーザ,0,
449920,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,23797501X,FJALLRAVEN,23797,Kanken Sling,501,Sky Blue,X,1,"10,500",0,"10,500","10,500",0,"10,500","10,500",カード,,外国男性,II,西村,0,
449920,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,RP010,Other,RP010,ショッパー(S),,,X,1,50,5,55,50,5,55,50,カード,,外国男性,II,西村,0,
449921,2026/07/03,FJALLRAVEN STORE 名古屋ファッションワン,87310550S,FJALLRAVEN,87310,Fjallraven Logo T-shirt M,550,Black,S,1,"5,500",550,"6,050","5,500",550,"6,050","6,500",複数金種,,男性,IV,久保,1,131656
449921,2026/07/03,FJALLRAVEN STORE 名古屋ファッションワン,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",複数金種,,男性,IV,久保,1,131656
449922,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,23227614X,FJALLRAVEN,23227,High Coast Crossbody,614,Patina Green,X,1,"10,000","1,000","11,000","10,000","1,000","11,000","10,000",現金,,外国男性,III,佐野,0,
449923,2026/07/03,FJALLRAVEN by 3NITY TOKYO,23803633X,FJALLRAVEN,23803,Kanken no. 2 Laptop 15,633,Dark Olive,X,1,"24,000","2,400","26,400","24,000","2,400","26,400","24,000",カード,,女性,II,花山,1,１４３７９５
449923,2026/07/03,FJALLRAVEN by 3NITY TOKYO,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,女性,II,花山,1,１４３７９５
449923,2026/07/03,FJALLRAVEN by 3NITY TOKYO,RP002,Other,RP002,刺繍代,,,X,1,800,80,880,800,80,880,800,カード,,女性,II,花山,1,１４３７９５
449925,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,23166550X,FJALLRAVEN,23166,Ulvo Hip Pack Large,550,Black,X,1,"10,000","1,000","11,000","10,000","1,000","11,000","10,000",現金,,外国男性,IV,大山,0,
449926,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,23510126X,FJALLRAVEN,23510,Kanken,126,Corn,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",複数金種,,女性,I,村田,1,143796
449927,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,23166550X,FJALLRAVEN,23166,Ulvo Hip Pack Large,550,Black,X,1,"10,000","1,000","11,000","10,000","1,000","11,000","10,000",複数金種,,外国女性,IV,大山,0,
449929,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,23166550X,FJALLRAVEN,23166,Ulvo Hip Pack Large,550,Black,X,-1,"10,000","1,000","11,000","-10,000","-1,000","-11,000","10,000",現金,,外国男性,IV,共通ユーザ,0,
449930,2026/07/03,6142,13100182550S/M,FJALLRAVEN,13100182,Fjallraven Langtradarkeps,550,Black,S/M,1,"6,200",0,"6,200","6,200",0,"6,200","6,200",カード,,外国男性,III,中尾,0,
449930,2026/07/03,6142,87310550M,FJALLRAVEN,87310,Fjallraven Logo T-shirt M,550,Black,M,1,"6,500",0,"6,500","6,500",0,"6,500","6,500",カード,,外国男性,III,中尾,0,
449931,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,23524326X,FJALLRAVEN,23524,Kanken Laptop 15,326,Ox Red,X,1,"18,000","1,800","19,800","18,000","1,800","19,800","18,000",カード,,女性,I,生田,1,143797
449932,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,23523424X,FJALLRAVEN,23523,Kanken Laptop 13,424,Blackberry,X,1,"17,000","1,700","18,700","17,000","1,700","18,700","17,000",複数金種,,女性,II,村田,1,143798
449932,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,複数金種,,女性,II,村田,1,143798
449933,2026/07/03,6142,23510302X,FJALLRAVEN,23510,Kanken,302,Chalk Rose,X,1,"13,000",0,"13,000","13,000",0,"13,000","13,000",電子マネー,,外国女性,III,中尾,0,
449934,2026/07/03,FJALLRAVEN by 3NITY TOKYO,23523664X,FJALLRAVEN,23523,Kanken Laptop 13,664,Frost Green,X,1,"17,000",0,"17,000","17,000",0,"17,000","17,000",カード,,外国女性,IV,木村,0,
449935,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,23200303037X,FJALLRAVEN,23200303,Farden Carry-On Pack,037,Coal Black,X,1,"29,000",0,"29,000","29,000",0,"29,000","29,000",電子マネー,,外国女性,IV,生田,0,
449938,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,8641163348/R,FJALLRAVEN,86411,Keb Agile Trousers M,633,Dark Olive,48/R,1,"26,350","2,635","28,985","26,350","2,635","28,985","31,000",カード,,男性,IV,西村,1,109136
449938,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,2,600,60,660,"1,200",120,"1,320","1,200",カード,,男性,IV,西村,1,109136
449938,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,23200337300X,FJALLRAVEN,23200337,Skule Sling 6,300,Dusty Rose,X,1,"9,000",900,"9,900","9,000",900,"9,900","9,000",カード,,男性,IV,西村,1,109136
449938,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,12600257020-999L,FJALLRAVEN,12600257,Abisko Lite SS M,020-999,Grey-Melange,L,1,"6,375",638,"7,013","6,375",638,"7,013","7,500",カード,,男性,IV,西村,1,109136
449941,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,23524326X,FJALLRAVEN,23524,Kanken Laptop 15,326,Ox Red,X,1,"18,000","1,800","19,800","18,000","1,800","19,800","18,000",カード,,女性,IV,鶴井,1,143799
449942,2026/07/03,6142,23510118X,FJALLRAVEN,23510,Kanken,118,Fossil,X,1,"13,000",0,"13,000","13,000",0,"13,000","13,000",現金,,外国女性,III,中尾,0,
449942,2026/07/03,6142,24221030X,FJALLRAVEN,24221,Pocket,030,Dark Grey,X,1,"6,000",0,"6,000","6,000",0,"6,000","6,000",現金,,外国女性,III,中尾,0,
449943,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,27248550X,FJALLRAVEN,27248,Vardag Pocket,550,Black,X,1,"3,500",350,"3,850","3,500",350,"3,850","4,500",カード,,女性,V,村田,1,119619
449943,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",カード,,女性,V,村田,1,119619
449944,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,12600328111L,FJALLRAVEN,12600328,Archive Logo T-Shirt M,111,Eggshell,L,1,"8,000",0,"8,000","8,000",0,"8,000","8,000",現金,,外国女性,III,鶴井,0,
449944,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,77357030S/M,FJALLRAVEN,77357,Vidda Cap,030,Dark Grey,S/M,1,"6,200",0,"6,200","6,200",0,"6,200","6,200",現金,,外国女性,III,鶴井,0,
449944,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,外国女性,III,鶴井,0,
449945,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,23346050X,FJALLRAVEN,23346,Skule 28,050,Basalt,X,1,"14,000","1,400","15,400","14,000","1,400","15,400","14,000",現金,,女性,II,佐野,1,143800
449945,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,RP012,Other,RP012,ショッパー(L),,,X,1,50,5,55,50,5,55,50,現金,,女性,II,佐野,1,143800
449946,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,23797302X,FJALLRAVEN,23797,KankenSling,302,Chalk Rose,X,1,"9,500",950,"10,450","9,500",950,"10,450","10,500",現金,,男性,IV,佐野,1,118136
449947,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,23510118X,FJALLRAVEN,23510,Kanken,118,Fossil,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,女性,II,鶴井,1,143801
449947,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,女性,II,鶴井,1,143801
449948,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,23561501-115X,FJALLRAVEN,23561,Kanken Mini,501-115,Sky Blue-Light Oak,X,1,"12,000","1,200","13,200","12,000","1,200","13,200","12,000",複数金種,,外国女性,II,久保,0,
449948,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,複数金種,,外国女性,II,久保,0,
449949,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,87146113M,FJALLRAVEN,87146,Fjallraven Logo Tee W,113,Chalk White,M,1,"6,500",650,"7,150","6,500",650,"7,150","6,500",現金,,外国女性,III,佐野,0,
