処理番号,営業日付,店舗名称,3rd Item No.,表記部門名1,StyleNo,商品名,ColorNo,ColorName,Size,数量,税抜単価,税単価,税込単価,税抜金額,税額,税込金額,上代,金種名,調整値引,客層名,拡張名,販売者,会員フラグ,会員番号
449949,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,23200307221X,FJALLRAVEN,23200307,Abisko Softpack 16,221,Clay,X,1,"16,500","1,650","18,150","16,500","1,650","18,150","16,500",現金,,外国女性,III,佐野,0,
449949,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,23510501-115X,FJALLRAVEN,23510,Kanken,501-115,Sky Blue-Light Oak,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",現金,,外国女性,III,佐野,0,
449949,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,23510620X,FJALLRAVEN,23510,Kanken,620,Green,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",現金,,外国女性,III,佐野,0,
449950,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,23344550X,FJALLRAVEN,23344,Raven 20,550,Black,X,1,"16,000",0,"16,000","16,000",0,"16,000","16,000",カード,,外国女性,III,村田,0,
449951,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,RP008,Other,RP008,KANKEN SMU,,,X,1,"2,000",200,"2,200","2,000",200,"2,200","2,000",カード,,外国女性,II,久保,0,
449952,2026/07/03,FJALLRAVEN by 3NITY 京王新宿,23524031X,FJALLRAVEN,23524,Kanken Laptop 15,031,Graphite,X,1,"18,000","1,800","19,800","18,000","1,800","19,800","18,000",現金,,女性,II,佐野,0,
449953,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,23510501X,FJALLRAVEN,23510,Kanken,501,Sky blue,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,女性,I,大山,1,143802
449953,2026/07/03,FJALLRAVEN by 3NITY 大丸心斎橋,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,女性,I,大山,1,143802
449954,2026/07/03,FJALLRAVEN POPUP NARITA,23510312X,FJALLRAVEN,23510,Kanken,312,Pink,X,1,"13,000",0,"13,000","13,000",0,"13,000","13,000",現金,,外国女性,III,共通ユーザ,0,
449954,2026/07/03,FJALLRAVEN POPUP NARITA,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,外国女性,III,共通ユーザ,0,
449955,2026/07/03,6142,RP010,Other,RP010,ショッパー(S),,,X,1,100,10,110,100,10,110,50,現金,,外国女性,III,中尾,0,
449956,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,23620550-907X,FJALLRAVEN,23620,Kanken Rainbow,550-907,Black-Rainbow Pattern,X,1,"13,500","1,350","14,850","13,500","1,350","14,850","13,500",複数金種,,女性,IV,村田,1,143803
449957,2026/07/03,FJALLRAVEN STORE 名古屋ファッションワン,86411550-55050/R,FJALLRAVEN,86411,Keb Agile Trousers M,550-550,Black-Black,50/R,1,"27,900","2,790","30,690","27,900","2,790","30,690","31,000",カード,,男性,III,久保,1,125905
449957,2026/07/03,FJALLRAVEN STORE 名古屋ファッションワン,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",カード,,男性,III,久保,1,125905
449957,2026/07/03,FJALLRAVEN STORE 名古屋ファッションワン,22006560X,FJALLRAVEN,22006,S/F Scarf,560,Navy,X,1,"5,800",580,"6,380","5,800",580,"6,380","5,800",カード,,男性,III,久保,1,125905
449958,2026/07/03,FJALLRAVEN STORE 名古屋ファッションワン,83516620M,FJALLRAVEN,83516,High Coast Wind Jacket W,620,Green,M,1,"27,500","2,750","30,250","27,500","2,750","30,250","27,500",電子マネー,,女性,IV,久保,1,143804
449959,2026/07/03,FJALLRAVEN by 3NITY TOKYO,23100146620X,FJALLRAVEN,23100146,Singi Mesh Bag,620,Green,X,1,"5,500",550,"6,050","5,500",550,"6,050","5,500",カード,,男性,III,鈴木,1,138509
449959,2026/07/03,FJALLRAVEN by 3NITY TOKYO,23797576X,FJALLRAVEN,23797,Kanken Sling,576,Midnight Purple,X,1,"10,500","1,050","11,550","10,500","1,050","11,550","10,500",カード,,男性,III,鈴木,1,138509
449959,2026/07/03,FJALLRAVEN by 3NITY TOKYO,RP002,Other,RP002,刺繍代,,,X,4,800,80,880,"3,200",320,"3,520",800,カード,,男性,III,鈴木,1,138509
449959,2026/07/03,FJALLRAVEN by 3NITY TOKYO,23710160X,FJALLRAVEN,23710,Kanken Totepack,160,Ochre,X,1,"15,000","1,500","16,500","15,000","1,500","16,500","15,000",カード,,男性,III,鈴木,1,138509
449960,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,23200303037X,FJALLRAVEN,23200303,Farden Carry-On Pack,037,Coal Black,X,1,"29,000","2,900","31,900","29,000","2,900","31,900","29,000",複数金種,,女性,III,生田,1,143805
449960,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,RP013,Other,RP013,ショッパー(XL),,,X,1,50,5,55,50,5,55,50,複数金種,,女性,III,生田,1,143805
449962,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,RP001,Other,RP001,修理代,,,X,1,"2,000",200,"2,200","2,000",200,"2,200",0,現金,,男性,III,生田,0,
449965,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,24213030X,FJALLRAVEN,24213,Gear Bag,030,Dark Grey,X,1,"3,300",330,"3,630","3,300",330,"3,630","4,300",複数金種,,男性,IV,村田,1,142251
449965,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,23200248000X,FJALLRAVEN,23200248,Samlaren Pack Bags,000,Assorted,X,1,"5,300",530,"5,830","5,300",530,"5,830","5,300",複数金種,,男性,IV,村田,1,142251
449965,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",複数金種,,男性,IV,村田,1,142251
449966,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,23523046X,FJALLRAVEN,23523,Kanken Laptop 13,046,Super Grey,X,1,"16,000","1,600","17,600","16,000","1,600","17,600","17,000",複数金種,,女性,V,西村,1,118727
449967,2026/07/03,FJALLRAVEN by 3NITY ルクア大阪,23227623X,FJALLRAVEN,23227,High Coast Crossbody,623,Mountain Green,X,1,"10,000",0,"10,000","10,000",0,"10,000","10,000",電子マネー,,外国女性,IV,生田,0,
449970,2026/07/03,FJALLRAVEN by 3NITY玉川高島屋S・C,23510302X,FJALLRAVEN,23510,Kanken,302,Chalk Rose,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",現金,,女性,I,神永,0,
449972,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,23510021X,FJALLRAVEN,23510,Kanken,021,Fog,X,1,"11,700","1,170","12,870","11,700","1,170","12,870","13,000",カード,,女性,IV,村田,1,135372
449972,2026/07/03,FJALLRAVEN by 3NITY TOKYO NODE,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,女性,IV,村田,1,135372
449993,2026/07/04,FJALLRAVEN POPUP NARITA,23561126X,FJALLRAVEN,23561,Kanken Mini,126,Corn,X,1,"12,000",0,"12,000","12,000",0,"12,000","12,000",現金,,外国女性,II,沖山,0,
449994,2026/07/04,FJALLRAVEN POPUP NARITA,TNT034103M,TENNEN,TNT034,天撚Tシャツ/BORO,103,Kinari,M,1,"8,500",850,"9,350","8,500",850,"9,350","8,500",カード,,男性,IV,沖山,0,
450003,2026/07/04,FJALLRAVEN POPUP NARITA,79060X,FJALLRAVEN,79060,Greenland Wax,,,X,1,"1,500",150,"1,650","1,500",150,"1,650","1,500",カード,,外国女性,II,沖山,0,
450005,2026/07/04,FJALLRAVEN by 3NITY ルクア大阪,23200301037X,FJALLRAVEN,23200301,Vardag Shoulder Bag 6,037,Coal Black,X,1,"12,000","1,200","13,200","12,000","1,200","13,200","13,000",電子マネー,,男性,IV,鶴井,1,118588
450006,2026/07/04,FJALLRAVEN POPUP NARITA,TNA04416222-24,TENNEN,TNA044,天撚くつした/WASHI,162,Orange,22-24,1,"2,200",0,"2,200","2,200",0,"2,200","2,200",カード,,外国女性,III,沖山,0,
450006,2026/07/04,FJALLRAVEN POPUP NARITA,TNA04411622-24,TENNEN,TNA044,天撚くつした/WASHI,116,Brown,22-24,1,"2,200",0,"2,200","2,200",0,"2,200","2,200",カード,,外国女性,III,沖山,0,
450006,2026/07/04,FJALLRAVEN POPUP NARITA,TNT036103S,TENNEN,TNT036,天撚Ｔシャツ/HEMP 2.0,103,Kinari,S,1,"13,000",0,"13,000","13,000",0,"13,000","13,000",カード,,外国女性,III,沖山,0,
450007,2026/07/04,FJALLRAVEN by 3NITY玉川高島屋S・C,23510424X,FJALLRAVEN,23510,Kanken,424,Blackberry,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,男性,II,森,0,
450008,2026/07/04,FJALLRAVEN by 3NITY ルクア大阪,23510501-115X,FJALLRAVEN,23510,Kanken,501-115,Sky Blue-Light Oak,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",電子マネー,,女性,III,鶴井,1,143806
450008,2026/07/04,FJALLRAVEN by 3NITY ルクア大阪,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,電子マネー,,女性,III,鶴井,1,143806
450009,2026/07/04,FJALLRAVEN by 3NITY TOKYO,23523501X,FJALLRAVEN,23523,Kanken Laptop 13,501,Sky Blue,X,1,"17,000","1,700","18,700","17,000","1,700","18,700","17,000",電子マネー,,女性,I,花山,0,
450009,2026/07/04,FJALLRAVEN by 3NITY TOKYO,TNC103182X,TENNEN,TNC103,ジャンボ2ボールチャーム,182,Pastel Pink,X,1,"3,500",350,"3,850","3,500",350,"3,850","3,500",電子マネー,,女性,I,花山,0,
450009,2026/07/04,FJALLRAVEN by 3NITY TOKYO,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,電子マネー,,女性,I,花山,0,
450010,2026/07/04,FJALLRAVEN by 3NITY SAPPORO HUTTE,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",現金,,男性,V,佐藤,1,125755
450011,2026/07/04,FJALLRAVEN by 3NITY ルクア大阪,23510021X,FJALLRAVEN,23510,Kanken,021,Fog,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,女性,III,鶴井,1,143807
450011,2026/07/04,FJALLRAVEN by 3NITY ルクア大阪,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,女性,III,鶴井,1,143807
450012,2026/07/04,FJALLRAVEN STORE 名古屋ファッションワン,8717655044/R,FJALLRAVEN,87176,Keb Trousers M,550,Black,44/R,1,"32,000","3,200","35,200","32,000","3,200","35,200","32,000",カード,,男性,V,久保,0,
450013,2026/07/04,FJALLRAVEN by 3NITY玉川高島屋S・C,23347300X,FJALLRAVEN,23347,Skule Kids,300,Dusty Rose,X,1,"8,000",800,"8,800","8,000",800,"8,800","8,000",現金,,外国男性,III,森,0,
450014,2026/07/04,FJALLRAVEN by 3NITY TOKYO,23510302X,FJALLRAVEN,23510,Kanken,302,Chalk Rose,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,女性,I,鈴木,0,
450014,2026/07/04,FJALLRAVEN by 3NITY TOKYO,RP002,Other,RP002,刺繍代,,,X,1,800,80,880,800,80,880,800,カード,,女性,I,鈴木,0,
450015,2026/07/04,FJALLRAVEN by 3NITY SAPPORO HUTTE,23226623X,FJALLRAVEN,23226,High Coast Pocket,623,Mountain Green,X,1,"5,000",500,"5,500","5,000",500,"5,500","5,000",電子マネー,,女性,II,佐藤,1,143808
450015,2026/07/04,FJALLRAVEN by 3NITY SAPPORO HUTTE,79258620M,FJALLRAVEN,79258,Hatfield Hat,620,Green,M,1,"7,400",740,"8,140","7,400",740,"8,140","7,400",電子マネー,,女性,II,佐藤,1,143808
450016,2026/07/04,FJALLRAVEN by 3NITY TOKYO NODE,23510326X,FJALLRAVEN,23510,Kanken,326,Ox Red,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",Eコレクト(代引),,女性,I,村田,0,
450016,2026/07/04,FJALLRAVEN by 3NITY TOKYO NODE,FC400,Other,FC400,代引手数料(400),,,X,1,400,40,440,400,40,440,400,Eコレクト(代引),,女性,I,村田,0,
450016,2026/07/04,FJALLRAVEN by 3NITY TOKYO NODE,FC500,Other,FC500,送料,,,X,1,500,50,550,500,50,550,500,Eコレクト(代引),,女性,I,村田,0,
450016,2026/07/04,FJALLRAVEN by 3NITY TOKYO NODE,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,Eコレクト(代引),,女性,I,村田,0,
450017,2026/07/04,FJALLRAVEN POPUP NARITA,23510457-916X,FJALLRAVEN,23510,Kanken,457-916,Pastel Lavender-Confetti Pattern,X,1,"13,000",0,"13,000","13,000",0,"13,000","13,000",カード,,外国女性,II,共通ユーザ,0,
450018,2026/07/04,FJALLRAVEN by 3NITY SAPPORO HUTTE,23226623X,FJALLRAVEN,23226,High Coast Pocket,623,Mountain Green,X,-1,"5,000",500,"5,500","-5,000",-500,"-5,500","5,000",電子マネー,,女性,II,佐藤,1,143808
450018,2026/07/04,FJALLRAVEN by 3NITY SAPPORO HUTTE,79258620M,FJALLRAVEN,79258,Hatfield Hat,620,Green,M,-1,"7,400",740,"8,140","-7,400",-740,"-8,140","7,400",電子マネー,,女性,II,佐藤,1,143808
450019,2026/07/04,FJALLRAVEN by 3NITY TOKYO,23510501-115X,FJALLRAVEN,23510,Kanken,501-115,Sky Blue-Light Oak,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,女性,IV,花山,1,143809
450020,2026/07/04,FJALLRAVEN by 3NITY SAPPORO HUTTE,79258620M,FJALLRAVEN,79258,Hatfield Hat,620,Green,M,1,"7,400",740,"8,140","7,400",740,"8,140","7,400",電子マネー,,女性,II,佐藤,1,143808
450020,2026/07/04,FJALLRAVEN by 3NITY SAPPORO HUTTE,23200306550X,FJALLRAVEN,23200306,Abisko Hip Pack 6,550,Black,X,1,"14,000","1,400","15,400","14,000","1,400","15,400","14,000",電子マネー,,女性,II,佐藤,1,143808
450021,2026/07/04,6142,23200337662X,FJALLRAVEN,23200337,Skule Sling 6,662,Deep Forest,X,1,"9,000",0,"9,000","9,000",0,"9,000","9,000",カード,,外国男性,V,杉原,0,
450022,2026/07/04,FJALLRAVEN by 3NITY TOKYO,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",カード,,男性,III,花山,1,138727
450022,2026/07/04,FJALLRAVEN by 3NITY TOKYO,12600232550S,FJALLRAVEN,12600232,Fjallraven Heavy Classic T-shirt M,550,Black,S,1,"6,800",680,"7,480","6,800",680,"7,480","8,000",カード,,男性,III,花山,1,138727
450023,2026/07/04,FJALLRAVEN STORE 名古屋ファッションワン,8689211850,FJALLRAVEN,86892,Vidda Pro Lite Shorts M,118,Fossil,50,1,"15,300","1,530","16,830","15,300","1,530","16,830","18,000",現金,,男性,V,清水,1,127680
450023,2026/07/04,FJALLRAVEN STORE 名古屋ファッションワン,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",現金,,男性,V,清水,1,127680
450024,2026/07/04,FJALLRAVEN by 3NITY TOKYO,77297550X,FJALLRAVEN,77297,Canvas Brass Belt 4 cm,550,Black,X,1,"3,300",330,"3,630","3,300",330,"3,630","4,300",カード,,男性,III,花山,1,138727
450025,2026/07/04,FJALLRAVEN by 3NITY ルクア大阪,23346050X,FJALLRAVEN,23346,Skule 28,050,Basalt,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","14,000",複数金種,,女性,II,鶴井,1,134696
450026,2026/07/04,FJALLRAVEN POPUP NARITA,23510600X,FJALLRAVEN,23510,Kanken,600,Mint Green,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",現金,,女性,II,共通ユーザ,0,
450027,2026/07/04,6142,23524046X,FJALLRAVEN,23524,Kanken Laptop 15,046,Super Grey,X,1,"18,000",0,"18,000","18,000",0,"18,000","18,000",カード,,外国男性,III,杉原,0,
450027,2026/07/04,6142,RP010,Other,RP010,ショッパー(S),,,X,1,100,10,110,100,10,110,50,カード,,外国男性,III,杉原,0,
450028,2026/07/04,FJALLRAVEN STORE 名古屋ファッションワン,13100237577-118S/M,FJALLRAVEN,13100237,Vardag Bucket Hat,577-118,Nimbus Blue-Fossil,S/M,1,"9,000",900,"9,900","9,000",900,"9,900","9,000",電子マネー,,女性,V,久保,1,134473
450028,2026/07/04,FJALLRAVEN STORE 名古屋ファッションワン,14600200030S,FJALLRAVEN,14600200,ovik Hemp Camp Shirt SS W,030,Dark Grey,S,1,"13,050","1,305","14,355","13,050","1,305","14,355","14,500",電子マネー,,女性,V,久保,1,134473
450029,2026/07/04,FJALLRAVEN by 3NITY TOKYO,12600215244S,FJALLRAVEN,12600215,HempBlendT-shirtM,244,Suede Brown,S,1,"4,000",400,"4,400","4,000",400,"4,400","8,000",電子マネー,,男性,IV,共通ユーザ,0,
450030,2026/07/04,FJALLRAVEN by 3NITY SAPPORO HUTTE,24221228X,FJALLRAVEN,24221,Pocket,228,Khaki Dust,X,1,"6,000",600,"6,600","6,000",600,"6,600","6,000",カード,,男性,II,佐藤,0,
450031,2026/07/04,FJALLRAVEN by 3NITY SAPPORO HUTTE,RP010,Other,RP010,ショッパー(S),,,X,1,50,5,55,50,5,55,50,現金,,男性,II,佐藤,0,
450032,2026/07/04,FJALLRAVEN by 3NITY玉川高島屋S・C,23561160X,FJALLRAVEN,23561,Kanken Mini,160,Ochre,X,1,"12,000","1,200","13,200","12,000","1,200","13,200","12,000",カード,,男性,IV,小林,1,143810
450032,2026/07/04,FJALLRAVEN by 3NITY玉川高島屋S・C,TNC101120X,TENNEN,TNC101,2wayジャンボミニサコッシュ Wide,120,Mustard,X,1,"10,000","1,000","11,000","10,000","1,000","11,000","10,000",カード,,男性,IV,小林,1,143810
450032,2026/07/04,FJALLRAVEN by 3NITY玉川高島屋S・C,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,男性,IV,小林,1,143810
450032,2026/07/04,FJALLRAVEN by 3NITY玉川高島屋S・C,GIFT400,Other,GIFT400,Gift Wrapping (M),,,X,2,400,40,440,800,80,880,400,カード,,男性,IV,小林,1,143810
450033,2026/07/04,FJALLRAVEN by 3NITY ルクア大阪,23166550X,FJALLRAVEN,23166,Ulvo Hip Pack Large,550,Black,X,1,"10,000",0,"10,000","10,000",0,"10,000","10,000",カード,,外国女性,III,檜作,0,
450034,2026/07/04,FJALLRAVEN POPUP NARITA,TNT034162L,TENNEN,TNT034,天撚Tシャツ/BORO,162,Orange,L,1,"8,500",850,"9,350","8,500",850,"9,350","8,500",現金,,男性,IV,共通ユーザ,0,
450035,2026/07/04,FJALLRAVEN by 3NITY 大丸心斎橋,23223452X,FJALLRAVEN,23223,HighCoastHipPack,452,Lavender Mist,X,1,"6,500",650,"7,150","6,500",650,"7,150","6,500",複数金種,,外国女性,II,志良堂,0,
450036,2026/07/04,FJALLRAVEN by 3NITY 大丸心斎橋,23349662X,FJALLRAVEN,23349,Skule 20,662,Deep Forest,X,1,"12,000","1,200","13,200","12,000","1,200","13,200","12,000",複数金種,,外国男性,II,志良堂,0,
450037,2026/07/04,FJALLRAVEN by 3NITY TOKYO NODE,12600215244M,FJALLRAVEN,12600215,HempBlendT-shirtM,244,Suede Brown,M,1,"3,000",300,"3,300","3,000",300,"3,300","8,000",ポイント,,男性,IV,村田,1,104127
450038,2026/07/04,FJALLRAVEN by 3NITY玉川高島屋S・C,23200337171X,FJALLRAVEN,23200337,Skule Sling 6,171,Red Gold,X,1,"8,000",800,"8,800","8,000",800,"8,800","9,000",カード,,女性,V,森,0,
450039,2026/07/04,FJALLRAVEN by 3NITY TOKYO,78138300S/M,FJALLRAVEN,78138,1960 Logo Langtradarkeps,300,Dusty Rose,S/M,1,"5,500",0,"5,500","5,500",0,"5,500","5,500",カード,,外国男性,V,鈴木,0,
450039,2026/07/04,FJALLRAVEN by 3NITY TOKYO,RP010,Other,RP010,ショッパー(S),,,X,1,50,5,55,50,5,55,50,カード,,外国男性,V,鈴木,0,
450040,2026/07/04,FJALLRAVEN by 3NITY玉川高島屋S・C,23200337171X,FJALLRAVEN,23200337,Skule Sling 6,171,Red Gold,X,1,"8,000",800,"8,800","8,000",800,"8,800","9,000",カード,,女性,V,森,1,140540
450041,2026/07/04,FJALLRAVEN by 3NITY玉川高島屋S・C,23200337171X,FJALLRAVEN,23200337,Skule Sling 6,171,Red Gold,X,-1,"8,000",800,"8,800","-8,000",-800,"-8,800","9,000",カード,,女性,V,共通ユーザ,0,
450042,2026/07/04,FJALLRAVEN by 3NITY TOKYO,23791525X,FJALLRAVEN,23791,Kanken Rain Cover,525,UN Blue,X,1,"3,800",380,"4,180","3,800",380,"4,180","3,800",カード,,外国女性,III,赤根,0,
450043,2026/07/04,FJALLRAVEN by 3NITY SAPPORO HUTTE,81838633S,FJALLRAVEN,81838,Singi Trekking Shirt LS M,633,Dark Olive,S,1,"15,300","1,530","16,830","15,300","1,530","16,830","18,000",複数金種,,男性,II,佐藤,1,125272
450044,2026/07/04,FJALLRAVEN by 3NITY ルクア大阪,82257550M,FJALLRAVEN,82257,Abisko Trail Fleece M,550,Black,M,1,"17,600","1,760","19,360","17,600","1,760","19,360","22,000",カード,,外国男性,III,檜作,1,135607
450045,2026/07/04,FJALLRAVEN by 3NITY TOKYO NODE,23510021-312X,FJALLRAVEN,23510,Kanken,021-312,Fog-Pink,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",複数金種,,女性,III,村田,1,143811
450045,2026/07/04,FJALLRAVEN by 3NITY TOKYO NODE,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,複数金種,,女性,III,村田,1,143811
450046,2026/07/04,FJALLRAVEN by 3NITY ルクア大阪,23227550X,FJALLRAVEN,23227,High Coast Crossbody,550,Black,X,1,"10,000","1,000","11,000","10,000","1,000","11,000","10,000",複数金種,,男性,II,檜作,1,143812
450047,2026/07/04,FJALLRAVEN by 3NITY ルクア大阪,23346550X,FJALLRAVEN,23346,Skule 28,550,Black,X,1,"14,000","1,400","15,400","14,000","1,400","15,400","14,000",複数金種,,女性,II,生田,1,143813
450047,2026/07/04,FJALLRAVEN by 3NITY ルクア大阪,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,複数金種,,女性,II,生田,1,143813
450048,2026/07/04,FJALLRAVEN by 3NITY SAPPORO HUTTE,23200284118X,FJALLRAVEN,23200284,KankenNo.2HipPack,118,Fossil,X,1,"11,000","1,100","12,100","11,000","1,100","12,100","12,000",カード,,男性,IV,佐藤,1,111428
450048,2026/07/04,FJALLRAVEN by 3NITY SAPPORO HUTTE,13100237577-118S/M,FJALLRAVEN,13100237,Vardag Bucket Hat,577-118,Nimbus Blue-Fossil,S/M,1,"9,000",900,"9,900","9,000",900,"9,900","9,000",カード,,男性,IV,佐藤,1,111428
450048,2026/07/04,FJALLRAVEN by 3NITY SAPPORO HUTTE,Hokkosai1200X,Other,Hokkosai1200,北狐祭手ぬぐい,,,X,1,600,60,660,600,60,660,"1,200",カード,,男性,IV,佐藤,1,111428
450048,2026/07/04,FJALLRAVEN by 3NITY SAPPORO HUTTE,12600328111S,FJALLRAVEN,12600328,Archive Logo T-Shirt M,111,Eggshell,S,1,"6,800",680,"7,480","6,800",680,"7,480","8,000",カード,,男性,IV,佐藤,1,111428
450048,2026/07/04,FJALLRAVEN by 3NITY SAPPORO HUTTE,TNT030111L,TENNEN,TNT030,天撚Tシャツ/GIZA COTTON,111,Black,L,1,"9,775",978,"10,753","9,775",978,"10,753","11,500",カード,,男性,IV,佐藤,1,111428
450049,2026/07/04,FJALLRAVEN by 3NITY TOKYO,23510118X,FJALLRAVEN,23510,Kanken,118,Fossil,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",現金,,外国女性,II,赤根,0,
450049,2026/07/04,FJALLRAVEN by 3NITY TOKYO,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,現金,,外国女性,II,赤根,0,
450050,2026/07/04,FJALLRAVEN by 3NITY ルクア大阪,23225221X,FJALLRAVEN,23225,High Coast Totepack,221,Clay,X,1,"8,000",800,"8,800","8,000",800,"8,800","13,000",カード,,女性,IV,生田,1,113930
450051,2026/07/04,FJALLRAVEN by 3NITY ルクア大阪,23510501-115X,FJALLRAVEN,23510,Kanken,501-115,Sky Blue-Light Oak,X,1,"13,000","1,300","14,300","13,000","1,300","14,300","13,000",カード,,女性,II,生田,1,143814
450051,2026/07/04,FJALLRAVEN by 3NITY ルクア大阪,RP011,Other,RP011,ショッパー(M),,,X,1,50,5,55,50,5,55,50,カード,,女性,II,生田,1,143814
450052,2026/07/04,FJALLRAVEN by 3NITY玉川高島屋S・C,23802620X,FJALLRAVEN,23802,Kanken Weekender,620,Green,X,1,"28,000","2,800","30,800","28,000","2,800","30,800","28,000",電子マネー,,男性,IV,森,1,143815
450052,2026/07/04,FJALLRAVEN by 3NITY玉川高島屋S・C,23200331623X,FJALLRAVEN,23200331,High Coast Tote 30,623,Mountain Green,X,1,"19,000","1,900","20,900","19,000","1,900","20,900","19,000",電子マネー,,男性,IV,森,1,143815
450052,2026/07/04,FJALLRAVEN by 3NITY玉川高島屋S・C,RP012,Other,RP012,ショッパー(L),,,X,1,50,5,55,50,5,55,50,電子マネー,,男性,IV,森,1,143815
